REPUSD XJ,REPUSD,42.99,43.06,40.05,41.17,41171.886205,41171.8862
SKLBTC XJ,SKLBTC,0.00001137,0.00001148,0.00001074,0.0000112,3166732.4,179316855496.48
SKLEUR XJ,SKLEUR,0.5454,0.5454,0.5024,0.5275,2392149.6,2883908.0552
SKLGBP XJ,SKLGBP,0.4763,0.4777,0.4396,0.459,1068117.9,1477957.8781
SKLUSD XJ,SKLUSD,0.6573,0.6583,0.6046,0.6355,17965548.5,17965548.5000
SNXBTC XJ,SNXBTC,0.00031436,0.0003184,0.00029775,0.00030591,46459.27,2630765455.604
SNXEUR XJ,SNXEUR,15.114,15.1862,13.9899,14.3813,32430.179,39096.9087
SNXGBP XJ,SNXGBP,13.2012,13.2603,12.2213,12.5657,20052.77,27747.0768
SNXUSD XJ,SNXUSD,18.1851,18.3226,16.824,17.331,477221.111,477221.1110
STORJBTC XJ,STORJBTC,0.00003793,0.00003793,0.00003528,0.00003684,1148685.53,65044547873.356
STORJUSD XJ,STORJUSD,2.1895,2.1963,1.985,2.0832,7372248.95,7372248.9500
SUSHIBTC XJ,SUSHIBTC,0.00025628,0.000257,0.00024372,0.00024555,59179.37,3351043662.124
SUSHIETH XJ,SUSHIETH,0.005024,0.005037,0.004676,0.004703,54639.53,161300810.1177
SUSHIEUR XJ,SUSHIEUR,12.312,12.317,11.433,11.554,106870.35,128839.8783
SUSHIGBP XJ,SUSHIGBP,10.725,10.766,9.974,10.075,28708.75,39724.3818
SUSHIUSD XJ,SUSHIUSD,14.821,14.867,13.757,13.914,678094.97,678094.9700
UMABTC XJ,UMABTC,0.00046459,0.00047093,0.00044769,0.00045528,43227.473,2447764304.1196
UMAEUR XJ,UMAEUR,22.338,23.8,19.96,21.402,57669.042,69524.1697
UMAGBP XJ,UMAGBP,19.526,19.645,18.334,18.658,17139.852,23716.4636
UMAUSD XJ,UMAUSD,26.869,27.19,25.25,25.787,183514.816,183514.8160
UNIBTC XJ,UNIBTC,0.00069746,0.00076299,0.00068803,0.00075113,187988.679071,10644896550.1312
UNIUSD XJ,UNIUSD,40.3521,43.3037,39.3181,42.6666,1107586.764089,1107586.7641
USDCEUR XJ,USDCEUR,0.83,0.837,0.827,0.829,8309089.25,10017203.5308
USDCGBP XJ,USDCGBP,0.725,0.729,0.722,0.725,257253.29,355962.1336
WBTCBTC XJ,WBTCBTC,1.0001,1.0008,0.9997,1.0001,53.43307394,3025658.4985
WBTCUSD XJ,WBTCUSD,57821.13,57907.77,56127.14,56691.29,16.09676243,16.09676
XLMBTC XJ,XLMBTC,0.00000934,0.00000989,0.0000091,0.00000981,7884041,446435398433.2
XLMEUR XJ,XLMEUR,0.447993,0.464999,0.426003,0.461259,11247096,13559181.5628
XLMUSD XJ,XLMUSD,0.540575,0.560585,0.513,0.556265,139451035,139451035.0000
XTZBTC XJ,XTZBTC,0.00010077,0.00010121,0.00009694,0.00009912,102677.03,5814107359.156
XTZEUR XJ,XTZEUR,4.82621,4.86182,4.53305,4.65963,128575.56,155007.0669
XTZGBP XJ,XTZGBP,4.22136,4.24461,3.96781,4.06523,174546.85,241520.9895
XTZUSD XJ,XTZUSD,5.8238,5.8671,5.4568,5.6133,1533549.2,1533549.2000
YFIBTC XJ,YFIBTC,0.86188,0.86452,0.8412,0.857,12.218136,691854.3946
YFIUSD XJ,YFIUSD,49887.41,49922.62,47462.44,48535.2,210.100289,210.1003
ZECBTC XJ,ZECBTC,0.00446,0.00449,0.004278,0.004296,2904.6664,164477315.8333
ZECUSD XJ,ZECUSD,257.86,259.54,241.6,243.67,20118.51167289,20118.5117
ZECUSDC XJ,ZECUSDC,257.99,259.35,241.66,243.49,5196.52401354,5194.1780
ZRXBTC XJ,ZRXBTC,0.0000336,0.00003453,0.00003185,0.000033,1247358.44958,70631921679.1574
ZRXEUR XJ,ZRXEUR,1.612045,1.629997,1.487064,1.553102,1723636.41137,2077967.4193
ZRXUSD XJ,ZRXUSD,1.94328,1.960279,1.792,1.870469,8334279.14187,8334279.1419
